invoice_no,invoice_date,customer_id,country,quantity,unit_price,revenue
491429,11-12-2009,17165,"United Kingdom",6,5.95,35.7
491429,11-12-2009,17165,"United Kingdom",3,5.95,17.85
491429,11-12-2009,17165,"United Kingdom",6,3.25,19.5
491429,11-12-2009,17165,"United Kingdom",6,3.25,19.5
491429,11-12-2009,17165,"United Kingdom",24,1.25,30
491429,11-12-2009,17165,"United Kingdom",12,1.49,17.88
491429,11-12-2009,17165,"United Kingdom",12,1.49,17.88
491429,11-12-2009,17165,"United Kingdom",2,6.75,13.5
491429,11-12-2009,17165,"United Kingdom",2,6.75,13.5
491429,11-12-2009,17165,"United Kingdom",2,6.75,13.5
491429,11-12-2009,17165,"United Kingdom",2,6.75,13.5
491429,11-12-2009,17165,"United Kingdom",2,6.75,13.5
491429,11-12-2009,17165,"United Kingdom",2,6.75,13.5
491429,11-12-2009,17165,"United Kingdom",3,4.95,14.85
491431,11-12-2009,15769,"United Kingdom",100,1.65,165
491431,11-12-2009,15769,"United Kingdom",200,1.65,330
491431,11-12-2009,15769,"United Kingdom",100,1.65,165
491431,11-12-2009,15769,"United Kingdom",100,1.65,165
491431,11-12-2009,15769,"United Kingdom",400,1.65,660
491431,11-12-2009,15769,"United Kingdom",100,1.65,165
491431,11-12-2009,15769,"United Kingdom",200,1.65,330
491432,11-12-2009,16293,"United Kingdom",2,10.75,21.5
491432,11-12-2009,16293,"United Kingdom",6,2.1,12.6
491432,11-12-2009,16293,"United Kingdom",6,2.25,13.5
491432,11-12-2009,16293,"United Kingdom",3,4.95,14.85
491432,11-12-2009,16293,"United Kingdom",8,3.45,27.6
491432,11-12-2009,16293,"United Kingdom",4,3.75,15
491432,11-12-2009,16293,"United Kingdom",3,4.95,14.85
491432,11-12-2009,16293,"United Kingdom",8,2.1,16.8
491432,11-12-2009,16293,"United Kingdom",12,1.65,19.8
491432,11-12-2009,16293,"United Kingdom",12,0.42,5.04
491432,11-12-2009,16293,"United Kingdom",6,2.1,12.6
491432,11-12-2009,16293,"United Kingdom",4,3.75,15
491432,11-12-2009,16293,"United Kingdom",6,2.95,17.7
491432,11-12-2009,16293,"United Kingdom",12,0.85,10.2
491432,11-12-2009,16293,"United Kingdom",4,6.75,27
491432,11-12-2009,16293,"United Kingdom",1,12.75,12.75
491432,11-12-2009,16293,"United Kingdom",2,6.75,13.5
491432,11-12-2009,16293,"United Kingdom",2,12.75,25.5
491432,11-12-2009,16293,"United Kingdom",3,9.95,29.85
491433,11-12-2009,18172,"United Kingdom",12,1.95,23.4
491433,11-12-2009,18172,"United Kingdom",2,6.75,13.5
491433,11-12-2009,18172,"United Kingdom",12,2.95,35.4
491433,11-12-2009,18172,"United Kingdom",8,3.75,30
491433,11-12-2009,18172,"United Kingdom",24,2.95,70.8
491433,11-12-2009,18172,"United Kingdom",24,1.25,30
491433,11-12-2009,18172,"United Kingdom",24,1.25,30
491434,11-12-2009,17412,"United Kingdom",24,1.65,39.6
491434,11-12-2009,17412,"United Kingdom",12,0.85,10.2
491434,11-12-2009,17412,"United Kingdom",8,6.75,54
491434,11-12-2009,17412,"United Kingdom",48,0.29,13.92
491434,11-12-2009,17412,"United Kingdom",48,0.29,13.92
491434,11-12-2009,17412,"United Kingdom",30,0.85,25.5
491434,11-12-2009,17412,"United Kingdom",2,12.75,25.5
491434,11-12-2009,17412,"United Kingdom",12,0.85,10.2
491434,11-12-2009,17412,"United Kingdom",12,0.85,10.2
491434,11-12-2009,17412,"United Kingdom",20,0.85,17
491434,11-12-2009,17412,"United Kingdom",10,1.95,19.5
491434,11-12-2009,17412,"United Kingdom",12,1.69,20.28
491434,11-12-2009,17412,"United Kingdom",12,2.95,35.4
491434,11-12-2009,17412,"United Kingdom",8,2.95,23.6
491434,11-12-2009,17412,"United Kingdom",2,4.25,8.5
491435,11-12-2009,14606,"United Kingdom",5,4.95,24.75
491435,11-12-2009,14606,"United Kingdom",6,4.95,29.7
491435,11-12-2009,14606,"United Kingdom",1,4.25,4.25
491435,11-12-2009,14606,"United Kingdom",1,2.95,2.95
491435,11-12-2009,14606,"United Kingdom",5,3.95,19.75
491435,11-12-2009,14606,"United Kingdom",1,1.25,1.25
491435,11-12-2009,14606,"United Kingdom",2,0.85,1.7
491435,11-12-2009,14606,"United Kingdom",1,0.85,0.85
491435,11-12-2009,14606,"United Kingdom",3,2.95,8.85
491435,11-12-2009,14606,"United Kingdom",1,1.25,1.25
491435,11-12-2009,14606,"United Kingdom",1,10.95,10.95
491435,11-12-2009,14606,"United Kingdom",5,0.85,4.25
491435,11-12-2009,14606,"United Kingdom",1,2.55,2.55
491435,11-12-2009,14606,"United Kingdom",1,3.75,3.75
491435,11-12-2009,14606,"United Kingdom",1,5.95,5.95
491435,11-12-2009,14606,"United Kingdom",1,5.95,5.95
491435,11-12-2009,14606,"United Kingdom",1,2.95,2.95
491435,11-12-2009,14606,"United Kingdom",1,3.75,3.75
491435,11-12-2009,14606,"United Kingdom",5,0.85,4.25
491435,11-12-2009,14606,"United Kingdom",2,2.55,5.1
491435,11-12-2009,14606,"United Kingdom",2,1.25,2.5
491435,11-12-2009,14606,"United Kingdom",1,9.95,9.95
491435,11-12-2009,14606,"United Kingdom",1,0.55,0.55
491435,11-12-2009,14606,"United Kingdom",1,0.55,0.55
491435,11-12-2009,14606,"United Kingdom",1,3.75,3.75
491435,11-12-2009,14606,"United Kingdom",1,1.25,1.25
491435,11-12-2009,14606,"United Kingdom",3,2.1,6.3
491435,11-12-2009,14606,"United Kingdom",1,2.55,2.55
491435,11-12-2009,14606,"United Kingdom",1,3.25,3.25
491435,11-12-2009,14606,"United Kingdom",1,3.25,3.25
491435,11-12-2009,14606,"United Kingdom",1,3.25,3.25
491435,11-12-2009,14606,"United Kingdom",1,2.1,2.1
491435,11-12-2009,14606,"United Kingdom",1,2.1,2.1
491435,11-12-2009,14606,"United Kingdom",1,0.85,0.85
491435,11-12-2009,14606,"United Kingdom",1,0.55,0.55
491435,11-12-2009,14606,"United Kingdom",1,3.75,3.75
491435,11-12-2009,14606,"United Kingdom",1,7.95,7.95
491435,11-12-2009,14606,"United Kingdom",1,3.75,3.75
491435,11-12-2009,14606,"United Kingdom",1,1.25,1.25
491435,11-12-2009,14606,"United Kingdom",6,1.25,7.5
491435,11-12-2009,14606,"United Kingdom",1,0.42,0.42
491435,11-12-2009,14606,"United Kingdom",2,2.95,5.9
491435,11-12-2009,14606,"United Kingdom",1,6.75,6.75
491435,11-12-2009,14606,"United Kingdom",1,0.21,0.21
491435,11-12-2009,14606,"United Kingdom",1,4.25,4.25
491435,11-12-2009,14606,"United Kingdom",1,5.95,5.95
491435,11-12-2009,14606,"United Kingdom",1,5.49,5.49
491435,11-12-2009,14606,"United Kingdom",1,1.25,1.25
491435,11-12-2009,14606,"United Kingdom",2,1.25,2.5
491436,11-12-2009,14606,"United Kingdom",6,1.69,10.14
491437,11-12-2009,13408,"United Kingdom",40,2.55,102
491437,11-12-2009,13408,"United Kingdom",40,2.55,102
491437,11-12-2009,13408,"United Kingdom",4,8.5,34
491437,11-12-2009,13408,"United Kingdom",12,4.25,51
491437,11-12-2009,13408,"United Kingdom",32,2.55,81.6
491437,11-12-2009,13408,"United Kingdom",18,3.81,68.58
491438,11-12-2009,18268,"United Kingdom",2,6.75,13.5
491438,11-12-2009,18268,"United Kingdom",6,2.95,17.7
491438,11-12-2009,18268,"United Kingdom",24,1.69,40.56
491438,11-12-2009,18268,"United Kingdom",24,1.69,40.56
491438,11-12-2009,18268,"United Kingdom",24,1.69,40.56
491438,11-12-2009,18268,"United Kingdom",12,2.95,35.4
491438,11-12-2009,18268,"United Kingdom",2,5.95,11.9
491438,11-12-2009,18268,"United Kingdom",4,2.95,11.8
491438,11-12-2009,18268,"United Kingdom",10,5.95,59.5
491438,11-12-2009,18268,"United Kingdom",12,2.1,25.2
491438,11-12-2009,18268,"United Kingdom",10,1.25,12.5
491438,11-12-2009,18268,"United Kingdom",4,12.75,51
491438,11-12-2009,18268,"United Kingdom",12,1.25,15
491439,11-12-2009,15291,"United Kingdom",120,2.55,306
491440,11-12-2009,16029,"United Kingdom",1080,1.25,1350
491442,11-12-2009,16156,"United Kingdom",40,2.55,102
491443,11-12-2009,15311,"United Kingdom",8,8.5,68
491443,11-12-2009,15311,"United Kingdom",32,1.65,52.8
491443,11-12-2009,15311,"United Kingdom",72,3.39,244.08
491443,11-12-2009,15311,"United Kingdom",8,10.95,87.6
491443,11-12-2009,15311,"United Kingdom",48,0.38,18.24
491443,11-12-2009,15311,"United Kingdom",2,9.95,19.9
491443,11-12-2009,15311,"United Kingdom",1,5.95,5.95
491443,11-12-2009,15311,"United Kingdom",3,5.95,17.85
491443,11-12-2009,15311,"United Kingdom",5,1.25,6.25
491443,11-12-2009,15311,"United Kingdom",2,2.95,5.9
491443,11-12-2009,15311,"United Kingdom",2,2.95,5.9
491443,11-12-2009,15311,"United Kingdom",1,4.25,4.25
491443,11-12-2009,15311,"United Kingdom",3,1.25,3.75
491443,11-12-2009,15311,"United Kingdom",2,2.55,5.1
491443,11-12-2009,15311,"United Kingdom",1,9.95,9.95
491443,11-12-2009,15311,"United Kingdom",1,5.95,5.95
491443,11-12-2009,15311,"United Kingdom",2,2.55,5.1
491443,11-12-2009,15311,"United Kingdom",2,3.75,7.5
491444,11-12-2009,14122,"United Kingdom",3,4.95,14.85
491444,11-12-2009,14122,"United Kingdom",16,1.69,27.04
491445,11-12-2009,14519,"United Kingdom",2,2.55,5.1
491445,11-12-2009,14519,"United Kingdom",2,2.55,5.1
491445,11-12-2009,14519,"United Kingdom",2,2.55,5.1
491445,11-12-2009,14519,"United Kingdom",2,1.25,2.5
491445,11-12-2009,14519,"United Kingdom",2,1.25,2.5
491445,11-12-2009,14519,"United Kingdom",2,1.25,2.5
491445,11-12-2009,14519,"United Kingdom",2,1.95,3.9
491445,11-12-2009,14519,"United Kingdom",2,1.95,3.9
491445,11-12-2009,14519,"United Kingdom",2,1.95,3.9
491445,11-12-2009,14519,"United Kingdom",3,1.95,5.85
491445,11-12-2009,14519,"United Kingdom",2,1.95,3.9
491445,11-12-2009,14519,"United Kingdom",3,1.25,3.75
491445,11-12-2009,14519,"United Kingdom",2,1.95,3.9
491445,11-12-2009,14519,"United Kingdom",4,1.45,5.8
491445,11-12-2009,14519,"United Kingdom",3,6.75,20.25
491445,11-12-2009,14519,"United Kingdom",3,1.25,3.75
491445,11-12-2009,14519,"United Kingdom",3,1.25,3.75
491445,11-12-2009,14519,"United Kingdom",2,5.95,11.9
491445,11-12-2009,14519,"United Kingdom",2,3.95,7.9
491445,11-12-2009,14519,"United Kingdom",1,2.1,2.1
491445,11-12-2009,14519,"United Kingdom",1,3.75,3.75
491445,11-12-2009,14519,"United Kingdom",1,6.75,6.75
491445,11-12-2009,14519,"United Kingdom",2,2.55,5.1
491447,11-12-2009,14191,"United Kingdom",2,7.95,15.9
491448,11-12-2009,15983,"United Kingdom",5,1.65,8.25
491448,11-12-2009,15983,"United Kingdom",5,2.1,10.5
491448,11-12-2009,15983,"United Kingdom",2,2.95,5.9
491448,11-12-2009,15983,"United Kingdom",1,3.75,3.75
491448,11-12-2009,15983,"United Kingdom",2,4.95,9.9
491448,11-12-2009,15983,"United Kingdom",10,2.55,25.5
491448,11-12-2009,15983,"United Kingdom",8,2.55,20.4
491448,11-12-2009,15983,"United Kingdom",2,7.95,15.9
491448,11-12-2009,15983,"United Kingdom",3,7.95,23.85
491448,11-12-2009,15983,"United Kingdom",5,1.65,8.25
491448,11-12-2009,15983,"United Kingdom",6,0.85,5.1
491448,11-12-2009,15983,"United Kingdom",6,0.85,5.1
491448,11-12-2009,15983,"United Kingdom",6,0.85,5.1
491448,11-12-2009,15983,"United Kingdom",36,1.69,60.84
491448,11-12-2009,15983,"United Kingdom",6,3.75,22.5
491448,11-12-2009,15983,"United Kingdom",18,1.65,29.7
491448,11-12-2009,15983,"United Kingdom",48,1.25,60
491448,11-12-2009,15983,"United Kingdom",12,1.25,15
491448,11-12-2009,15983,"United Kingdom",24,1.25,30
491448,11-12-2009,15983,"United Kingdom",12,1.25,15
491448,11-12-2009,15983,"United Kingdom",1,7.95,7.95
491448,11-12-2009,15983,"United Kingdom",1,5.45,5.45
491448,11-12-2009,15983,"United Kingdom",10,1.25,12.5
491448,11-12-2009,15983,"United Kingdom",2,1.65,3.3
491448,11-12-2009,15983,"United Kingdom",2,2.55,5.1
491448,11-12-2009,15983,"United Kingdom",16,1.69,27.04
491448,11-12-2009,15983,"United Kingdom",2,2.95,5.9
491448,11-12-2009,15983,"United Kingdom",4,2.95,11.8
491449,11-12-2009,17230,"United Kingdom",12,3.95,47.4
491449,11-12-2009,17230,"United Kingdom",12,1.95,23.4
491449,11-12-2009,17230,"United Kingdom",3,14.95,44.85
491449,11-12-2009,17230,"United Kingdom",8,2.95,23.6
491449,11-12-2009,17230,"United Kingdom",6,7.95,47.7
491449,11-12-2009,17230,"United Kingdom",6,10.95,65.7
491449,11-12-2009,17230,"United Kingdom",6,3.75,22.5
491449,11-12-2009,17230,"United Kingdom",18,0.85,15.3
491449,11-12-2009,17230,"United Kingdom",36,1.25,45
491449,11-12-2009,17230,"United Kingdom",12,10.95,131.4
491449,11-12-2009,17230,"United Kingdom",18,3.45,62.1
491449,11-12-2009,17230,"United Kingdom",6,6.75,40.5
491449,11-12-2009,17230,"United Kingdom",7,6.75,47.25
491449,11-12-2009,17230,"United Kingdom",25,0.55,13.75
491449,11-12-2009,17230,"United Kingdom",24,1.45,34.8
491449,11-12-2009,17230,"United Kingdom",12,2.95,35.4
491449,11-12-2009,17230,"United Kingdom",12,2.1,25.2
491449,11-12-2009,17230,"United Kingdom",24,1.45,34.8
491449,11-12-2009,17230,"United Kingdom",6,3.75,22.5
491449,11-12-2009,17230,"United Kingdom",6,3.75,22.5
491449,11-12-2009,17230,"United Kingdom",12,5.95,71.4
491449,11-12-2009,17230,"United Kingdom",12,8.5,102
491449,11-12-2009,17230,"United Kingdom",12,2.1,25.2
491449,11-12-2009,17230,"United Kingdom",24,1.65,39.6
491449,11-12-2009,17230,"United Kingdom",12,2.1,25.2
491449,11-12-2009,17230,"United Kingdom",12,2.55,30.6
491449,11-12-2009,17230,"United Kingdom",25,0.55,13.75
491449,11-12-2009,17230,"United Kingdom",12,5.95,71.4
491449,11-12-2009,17230,"United Kingdom",18,3.45,62.1
491449,11-12-2009,17230,"United Kingdom",12,4.95,59.4
491449,11-12-2009,17230,"United Kingdom",24,4.25,102
491449,11-12-2009,17230,"United Kingdom",64,2.55,163.2
491449,11-12-2009,17230,"United Kingdom",11,1.45,15.95
491449,11-12-2009,17230,"United Kingdom",11,4.95,54.45
491450,11-12-2009,14739,"United Kingdom",40,2.55,102
491450,11-12-2009,14739,"United Kingdom",72,1.06,76.32
491450,11-12-2009,14739,"United Kingdom",96,0.55,52.8
491450,11-12-2009,14739,"United Kingdom",48,1.45,69.6
491450,11-12-2009,14739,"United Kingdom",60,1.06,63.6
491450,11-12-2009,14739,"United Kingdom",72,1.06,76.32
491450,11-12-2009,14739,"United Kingdom",16,4.25,68
491450,11-12-2009,14739,"United Kingdom",16,2.55,40.8
491450,11-12-2009,14739,"United Kingdom",72,1.06,76.32
491450,11-12-2009,14739,"United Kingdom",48,0.19,9.12
491452,11-12-2009,17238,"United Kingdom",1,5.95,5.95
491452,11-12-2009,17238,"United Kingdom",1,5.95,5.95
491452,11-12-2009,17238,"United Kingdom",3,0.85,2.55
491452,11-12-2009,17238,"United Kingdom",2,3.75,7.5
491452,11-12-2009,17238,"United Kingdom",2,5.95,11.9
491452,11-12-2009,17238,"United Kingdom",6,2.95,17.7
491452,11-12-2009,17238,"United Kingdom",2,5.95,11.9
491452,11-12-2009,17238,"United Kingdom",1,3.75,3.75
491452,11-12-2009,17238,"United Kingdom",2,2.1,4.2
491452,11-12-2009,17238,"United Kingdom",3,1.95,5.85
491452,11-12-2009,17238,"United Kingdom",4,1.65,6.6
491452,11-12-2009,17238,"United Kingdom",3,1.65,4.95
491452,11-12-2009,17238,"United Kingdom",2,0.85,1.7
491452,11-12-2009,17238,"United Kingdom",3,3.25,9.75
491452,11-12-2009,17238,"United Kingdom",2,3.25,6.5
491452,11-12-2009,17238,"United Kingdom",1,3.45,3.45
491452,11-12-2009,17238,"United Kingdom",1,12.75,12.75
491452,11-12-2009,17238,"United Kingdom",1,2.95,2.95
491452,11-12-2009,17238,"United Kingdom",1,3.75,3.75
491452,11-12-2009,17238,"United Kingdom",1,1.65,1.65
491452,11-12-2009,17238,"United Kingdom",3,2.95,8.85
491452,11-12-2009,17238,"United Kingdom",1,5.95,5.95
491452,11-12-2009,17238,"United Kingdom",1,2.1,2.1
491452,11-12-2009,17238,"United Kingdom",2,2.55,5.1
491452,11-12-2009,17238,"United Kingdom",2,1.95,3.9
491452,11-12-2009,17238,"United Kingdom",2,2.55,5.1
491452,11-12-2009,17238,"United Kingdom",3,3.25,9.75
491452,11-12-2009,17238,"United Kingdom",2,4.65,9.3
491452,11-12-2009,17238,"United Kingdom",2,2.95,5.9
491452,11-12-2009,17238,"United Kingdom",2,0.85,1.7
491452,11-12-2009,17238,"United Kingdom",2,4.95,9.9
491452,11-12-2009,17238,"United Kingdom",1,14.95,14.95
491452,11-12-2009,17238,"United Kingdom",5,1.65,8.25
491453,11-12-2009,17238,"United Kingdom",1,0.95,0.95
491453,11-12-2009,17238,"United Kingdom",3,3.75,11.25
491453,11-12-2009,17238,"United Kingdom",1,1.25,1.25
491453,11-12-2009,17238,"United Kingdom",1,0.85,0.85
491453,11-12-2009,17238,"United Kingdom",1,0.85,0.85
491453,11-12-2009,17238,"United Kingdom",5,1.65,8.25
491453,11-12-2009,17238,"United Kingdom",1,2.95,2.95
491453,11-12-2009,17238,"United Kingdom",1,2.95,2.95
491453,11-12-2009,17238,"United Kingdom",5,1.65,8.25
491453,11-12-2009,17238,"United Kingdom",1,3.75,3.75
491453,11-12-2009,17238,"United Kingdom",1,3.75,3.75
491453,11-12-2009,17238,"United Kingdom",1,7.95,7.95
491453,11-12-2009,17238,"United Kingdom",1,9.95,9.95
491453,11-12-2009,17238,"United Kingdom",2,5.95,11.9
491453,11-12-2009,17238,"United Kingdom",1,5.95,5.95
491453,11-12-2009,17238,"United Kingdom",1,5.95,5.95
491454,11-12-2009,13077,"United Kingdom",6,4.95,29.7
491454,11-12-2009,13077,"United Kingdom",4,6.75,27
491454,11-12-2009,13077,"United Kingdom",4,8.95,35.8
491454,11-12-2009,13077,"United Kingdom",6,1.69,10.14
491454,11-12-2009,13077,"United Kingdom",6,4.95,29.7
491454,11-12-2009,13077,"United Kingdom",12,2.1,25.2
491454,11-12-2009,13077,"United Kingdom",6,2.95,17.7
491454,11-12-2009,13077,"United Kingdom",12,0.65,7.8
491454,11-12-2009,13077,"United Kingdom",12,0.85,10.2
491454,11-12-2009,13077,"United Kingdom",12,2.1,25.2
491456,11-12-2009,18102,"United Kingdom",144,3,432
491456,11-12-2009,18102,"United Kingdom",576,3,1728
491456,11-12-2009,18102,"United Kingdom",576,3,1728
491456,11-12-2009,18102,"United Kingdom",576,3,1728
491456,11-12-2009,18102,"United Kingdom",600,3,1800
491456,11-12-2009,18102,"United Kingdom",600,3,1800
491456,11-12-2009,18102,"United Kingdom",600,3,1800
491457,11-12-2009,15998,"United Kingdom",1,1.25,1.25
491457,11-12-2009,15998,"United Kingdom",1,1.25,1.25
491457,11-12-2009,15998,"United Kingdom",1,12.75,12.75
491457,11-12-2009,15998,"United Kingdom",2,1.65,3.3
491457,11-12-2009,15998,"United Kingdom",2,1.65,3.3
491457,11-12-2009,15998,"United Kingdom",2,1.25,2.5
491457,11-12-2009,15998,"United Kingdom",4,0.85,3.4
491457,11-12-2009,15998,"United Kingdom",2,3.75,7.5
491457,11-12-2009,15998,"United Kingdom",6,1.25,7.5
491457,11-12-2009,15998,"United Kingdom",6,1.65,9.9
491457,11-12-2009,15998,"United Kingdom",6,1.25,7.5
491457,11-12-2009,15998,"United Kingdom",6,2.55,15.3
491457,11-12-2009,15998,"United Kingdom",1,6.75,6.75
491457,11-12-2009,15998,"United Kingdom",4,1.95,7.8
491457,11-12-2009,15998,"United Kingdom",4,1.95,7.8
491457,11-12-2009,15998,"United Kingdom",10,1.69,16.9
491457,11-12-2009,15998,"United Kingdom",6,1.25,7.5
491457,11-12-2009,15998,"United Kingdom",6,1.65,9.9
491457,11-12-2009,15998,"United Kingdom",1,6.75,6.75
491457,11-12-2009,15998,"United Kingdom",4,6.75,27
491457,11-12-2009,15998,"United Kingdom",1,6.75,6.75
491457,11-12-2009,15998,"United Kingdom",1,6.75,6.75
491457,11-12-2009,15998,"United Kingdom",1,6.75,6.75
491457,11-12-2009,15998,"United Kingdom",1,1.25,1.25
491457,11-12-2009,15998,"United Kingdom",6,1.25,7.5
491457,11-12-2009,15998,"United Kingdom",1,6.75,6.75
491457,11-12-2009,15998,"United Kingdom",3,1.69,5.07
491457,11-12-2009,15998,"United Kingdom",1,6.75,6.75
491457,11-12-2009,15998,"United Kingdom",3,0.42,1.26
491457,11-12-2009,15998,"United Kingdom",1,1.25,1.25
491457,11-12-2009,15998,"United Kingdom",2,0.85,1.7
491457,11-12-2009,15998,"United Kingdom",2,3.45,6.9
491457,11-12-2009,15998,"United Kingdom",1,3.75,3.75
491457,11-12-2009,15998,"United Kingdom",1,3.75,3.75
491457,11-12-2009,15998,"United Kingdom",2,3.75,7.5
491457,11-12-2009,15998,"United Kingdom",2,5.95,11.9
491457,11-12-2009,15998,"United Kingdom",2,4.95,9.9
491457,11-12-2009,15998,"United Kingdom",1,4.95,4.95
491457,11-12-2009,15998,"United Kingdom",1,3.75,3.75
491457,11-12-2009,15998,"United Kingdom",6,2.1,12.6
491457,11-12-2009,15998,"United Kingdom",12,0.85,10.2
491457,11-12-2009,15998,"United Kingdom",3,1.25,3.75
491457,11-12-2009,15998,"United Kingdom",1,3.75,3.75
491457,11-12-2009,15998,"United Kingdom",1,4.95,4.95
491457,11-12-2009,15998,"United Kingdom",2,2.95,5.9
491457,11-12-2009,15998,"United Kingdom",1,2.1,2.1
491457,11-12-2009,15998,"United Kingdom",1,2.1,2.1
491457,11-12-2009,15998,"United Kingdom",1,2.1,2.1
491457,11-12-2009,15998,"United Kingdom",1,1.65,1.65
491457,11-12-2009,15998,"United Kingdom",1,1.65,1.65
491457,11-12-2009,15998,"United Kingdom",1,1.65,1.65
491457,11-12-2009,15998,"United Kingdom",6,1.25,7.5
491457,11-12-2009,15998,"United Kingdom",2,1.95,3.9
491457,11-12-2009,15998,"United Kingdom",1,2.1,2.1
491457,11-12-2009,15998,"United Kingdom",2,6.75,13.5
491457,11-12-2009,15998,"United Kingdom",1,6.75,6.75
491457,11-12-2009,15998,"United Kingdom",1,6.75,6.75
491462,11-12-2009,17243,"United Kingdom",24,1.69,40.56
491462,11-12-2009,17243,"United Kingdom",24,2.75,66
491462,11-12-2009,17243,"United Kingdom",4,2.1,8.4
491462,11-12-2009,17243,"United Kingdom",24,0.85,20.4
491462,11-12-2009,17243,"United Kingdom",24,0.42,10.08
491462,11-12-2009,17243,"United Kingdom",24,0.85,20.4
491462,11-12-2009,17243,"United Kingdom",36,4.25,153
491462,11-12-2009,17243,"United Kingdom",36,3.39,122.04
491462,11-12-2009,17243,"United Kingdom",24,4.25,102
491462,11-12-2009,17243,"United Kingdom",6,6.75,40.5
491462,11-12-2009,17243,"United Kingdom",7,6.75,47.25
491462,11-12-2009,17243,"United Kingdom",6,6.75,40.5
491462,11-12-2009,17243,"United Kingdom",6,7.95,47.7
491463,11-12-2009,17243,"United Kingdom",1,3.75,3.75
491463,11-12-2009,17243,"United Kingdom",1,3.75,3.75
491464,11-12-2009,17209,"United Kingdom",96,0.55,52.8
491465,11-12-2009,14643,"United Kingdom",24,0.19,4.56
491465,11-12-2009,14643,"United Kingdom",24,0.85,20.4
491465,11-12-2009,14643,"United Kingdom",24,1.25,30
491465,11-12-2009,14643,"United Kingdom",36,0.65,23.4
491465,11-12-2009,14643,"United Kingdom",48,0.38,18.24
491465,11-12-2009,14643,"United Kingdom",24,0.38,9.12
491465,11-12-2009,14643,"United Kingdom",24,0.38,9.12
491465,11-12-2009,14643,"United Kingdom",48,0.38,18.24
491465,11-12-2009,14643,"United Kingdom",8,3.95,31.6
491465,11-12-2009,14643,"United Kingdom",48,0.85,40.8
491465,11-12-2009,14643,"United Kingdom",16,2.95,47.2
491465,11-12-2009,14643,"United Kingdom",8,5.95,47.6
491465,11-12-2009,14643,"United Kingdom",24,0.85,20.4
491465,11-12-2009,14643,"United Kingdom",24,1.25,30
491468,11-12-2009,12957,"United Kingdom",6,2.55,15.3
491468,11-12-2009,12957,"United Kingdom",6,4.95,29.7
491468,11-12-2009,12957,"United Kingdom",8,3.75,30
491468,11-12-2009,12957,"United Kingdom",24,0.85,20.4
491468,11-12-2009,12957,"United Kingdom",4,4.95,19.8
491468,11-12-2009,12957,"United Kingdom",4,4.95,19.8
491468,11-12-2009,12957,"United Kingdom",4,4.95,19.8
491468,11-12-2009,12957,"United Kingdom",24,1.65,39.6
491468,11-12-2009,12957,"United Kingdom",12,1.25,15
491468,11-12-2009,12957,"United Kingdom",24,0.85,20.4
491468,11-12-2009,12957,"United Kingdom",24,1.25,30
491468,11-12-2009,12957,"United Kingdom",4,3.75,15
491468,11-12-2009,12957,"United Kingdom",4,3.75,15
491468,11-12-2009,12957,"United Kingdom",3,4.95,14.85
491468,11-12-2009,12957,"United Kingdom",6,2.55,15.3
491468,11-12-2009,12957,"United Kingdom",12,2.95,35.4
491468,11-12-2009,12957,"United Kingdom",12,1.25,15
491468,11-12-2009,12957,"United Kingdom",12,3.75,45
491468,11-12-2009,12957,"United Kingdom",48,0.55,26.4
491468,11-12-2009,12957,"United Kingdom",48,0.55,26.4
491468,11-12-2009,12957,"United Kingdom",6,2.1,12.6
491468,11-12-2009,12957,"United Kingdom",24,0.85,20.4
491468,11-12-2009,12957,"United Kingdom",24,0.42,10.08
491468,11-12-2009,12957,"United Kingdom",9,4.25,38.25
491468,11-12-2009,12957,"United Kingdom",12,1.95,23.4
491468,11-12-2009,12957,"United Kingdom",6,2.1,12.6
491468,11-12-2009,12957,"United Kingdom",18,1.69,30.42
491468,11-12-2009,12957,"United Kingdom",12,2.1,25.2
491468,11-12-2009,12957,"United Kingdom",12,2.95,35.4
491468,11-12-2009,12957,"United Kingdom",2,19.95,39.9
491468,11-12-2009,12957,"United Kingdom",6,2.95,17.7
491468,11-12-2009,12957,"United Kingdom",12,1.65,19.8
491468,11-12-2009,12957,"United Kingdom",10,1.65,16.5
491468,11-12-2009,12957,"United Kingdom",10,2.1,21
491468,11-12-2009,12957,"United Kingdom",12,1.25,15
491468,11-12-2009,12957,"United Kingdom",24,1.25,30
491468,11-12-2009,12957,"United Kingdom",24,0.55,13.2
491468,11-12-2009,12957,"United Kingdom",2,16.95,33.9
491468,11-12-2009,12957,"United Kingdom",2,16.95,33.9
491468,11-12-2009,12957,"United Kingdom",12,1.25,15
491468,11-12-2009,12957,"United Kingdom",6,2.95,17.7
491468,11-12-2009,12957,"United Kingdom",6,2.55,15.3
491468,11-12-2009,12957,"United Kingdom",1,9.95,9.95
491468,11-12-2009,12957,"United Kingdom",12,1.65,19.8
491468,11-12-2009,12957,"United Kingdom",12,0.85,10.2
491468,11-12-2009,12957,"United Kingdom",12,1.25,15
491468,11-12-2009,12957,"United Kingdom",12,0.85,10.2
491468,11-12-2009,12957,"United Kingdom",6,4.95,29.7
491468,11-12-2009,12957,"United Kingdom",6,2.95,17.7
491468,11-12-2009,12957,"United Kingdom",24,1.25,30
491474,11-12-2009,14577,"United Kingdom",6,1.65,9.9
